id,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
1,2023-05-31T00:00:00,29.63172,-90.05523,0.0,303.5,511.0,DANNY BOY,IMO1206681,nan,52.0,15.0,15.0,4.0,0.0,52.0,A
2,2023-05-31T00:00:01,29.9968,-93.94957,0.0,47.1,511.0,GAMBLER,nan,WDK8562,52.0,15.0,19.0,8.0,0.0,52.0,A
3,2023-05-31T00:00:02,39.34187,-74.39329,6.1,317.7,511.0,JIOIA,IMO0000000,WDN2918,36.0,nan,15.0,5.0,nan,nan,B
4,2023-05-31T00:00:02,29.25772,-89.36174,0.1,13.3,511.0,EVEREADY,IMO8973447,WDG7850,60.0,0.0,36.0,7.0,nan,60.0,A
5,2023-05-31T00:00:03,29.6579,-91.12669,3.3,337.1,329.0,JOYCE MAXINE,nan,WDC9281,31.0,5.0,21.0,8.0,nan,57.0,A
6,2023-05-31T00:00:04,30.02146,-93.98423,0.0,120.0,76.0,BRIAN O DANIELS,nan,WDD7438,31.0,12.0,26.0,9.0,nan,31.0,A
7,2023-05-31T00:00:04,26.00827,-79.83897,7.4,296.9,511.0,NIRO,IMO0000000,WDL8330,36.0,nan,16.0,3.0,nan,nan,B
8,2023-05-31T00:00:05,29.17416,-95.10709,7.1,265.4,262.0,CREOLE RIVERS,nan,WDC3300,31.0,15.0,19.0,7.0,nan,57.0,A
9,2023-05-31T00:00:05,41.51805,-69.51257,9.9,150.8,150.0,OCEANUS LEADER,IMO9553488,3FDF7,70.0,0.0,199.0,32.0,10.3,70.0,A
10,2023-05-31T00:00:06,31.9781,-80.34885,11.8,253.4,253.0,ZIM SHEKOU,IMO9322322,A8KX2,70.0,0.0,260.0,32.0,12.6,71.0,A
11,2023-05-31T00:00:00,48.43095,-123.42976,0.0,360.0,511.0,PARKSVILLE,nan,CGKC,52.0,12.0,13.0,5.0,0.0,52.0,A
13,2023-05-31T00:00:07,47.80935,-122.39003,0.0,360.0,511.0,LOWE DOWN,IMO0000000,WDK8927,37.0,nan,20.0,4.0,nan,nan,B
14,2023-05-31T00:00:08,29.73129,-95.02333,0.0,337.0,41.0,MR BENNETT,nan,WDF6985,31.0,12.0,18.0,7.0,nan,57.0,A
15,2023-05-31T00:00:07,41.74861,-124.1836,0.0,214.5,511.0,AL W,IMO0000000,WDD7588,30.0,nan,16.0,5.0,nan,nan,B
16,2023-05-31T00:00:00,48.60091,-123.0418,5.6,21.9,511.0,ALLORA,IMO0000000,nan,36.0,nan,11.0,4.0,nan,nan,B
17,2023-05-31T00:00:01,30.06968,-90.89737,0.2,302.6,511.0,CAPT WHITEY,nan,WDC3246,31.0,15.0,25.0,9.0,nan,0.0,A
18,2023-05-31T00:00:01,32.72079,-117.22589,0.0,166.9,212.0,BLUEFIN-A-DINI,IMO0000000,nan,37.0,nan,11.0,4.0,nan,nan,B
19,2023-05-31T00:00:01,33.21473,-117.39955,0.0,245.2,511.0,TEASIP,IMO0000000,WDK6349,36.0,nan,10.0,4.0,nan,nan,B
20,2023-05-31T00:00:03,32.69329,-117.14694,0.0,360.0,511.0,WILLIAM F,nan,WDK9183,33.0,15.0,40.0,18.0,0.0,33.0,A
21,2023-05-31T00:00:04,49.31071,-123.08995,0.1,360.0,511.0,ORIANA,IMO0000000,nan,37.0,nan,30.0,7.0,nan,nan,B
22,2023-05-31T00:00:04,41.68649,-70.73609,7.1,331.6,511.0,COSTA BELA,IMO0000000,nan,37.0,nan,9.0,4.0,nan,nan,B
23,2023-05-31T00:00:00,29.41356,-89.07722,0.8,304.5,511.0,MS DEE,IMO8973497,WDC7960,60.0,0.0,35.0,7.0,nan,60.0,A
24,2023-05-31T00:00:01,29.6819,-91.09813,0.0,269.2,511.0,SEACAT,nan,WDG7322,31.0,0.0,15.0,6.0,nan,52.0,A
25,2023-05-31T00:00:01,29.94375,-90.38445,0.0,238.2,295.0,WILLIAM S,IMO9670286,WDG4522,31.0,15.0,29.0,11.0,4.2,31.0,A
26,2023-05-31T00:00:03,44.09425,-87.66509,1.7,140.6,135.0,SOUTHERN DAWN,IMO7303853,WDE2540,31.0,5.0,39.0,10.0,5.3,52.0,A
27,2023-05-31T00:00:05,49.29095,-123.06077,0.0,163.5,61.0,SST GRIZZLY,IMO9756482,CFA2897,31.0,0.0,32.0,13.0,5.8,31.0,A
28,2023-05-31T00:00:06,43.85068,-69.62731,0.0,360.0,511.0,HARBOR_PRINCESS,IMO0000297,WDL5208,69.0,0.0,32.0,8.0,0.0,69.0,A
29,2023-05-31T00:00:00,49.29233,-122.97438,0.4,171.2,144.0,ISLAND REGENT,IMO9803091,CFA2943,52.0,15.0,24.0,11.0,4.0,52.0,A
30,2023-05-31T00:00:00,33.43288,-118.42532,25.8,111.9,511.0,SUPER EXPRESS,nan,WAB6372,60.0,0.0,26.0,6.0,nan,40.0,A
31,2023-05-31T00:00:01,34.33988,-76.46489,6.7,47.4,44.0,CAROLINA COAST,IMO7042863,WDH8317,31.0,0.0,33.0,10.0,5.0,52.0,A
32,2023-05-31T00:00:05,29.85251,-90.0629,0.0,262.4,72.0,DENNIS J PASENTINE,nan,WDF2813,31.0,12.0,40.0,12.0,nan,31.0,A
33,2023-05-31T00:00:04,27.86826,-97.04631,0.0,338.1,19.0,BRISCOE,IMO126138300,WDL5619,57.0,12.0,116.0,34.0,2.8,57.0,A
34,2023-05-31T00:00:05,33.97699,-118.44988,0.0,226.6,511.0,DARK SIDE,IMO0000000,nan,37.0,nan,11.0,4.0,nan,nan,B
35,2023-05-31T00:00:06,39.99277,-74.07156,0.1,360.0,511.0,LA DOLCE VITA,IMO0000000,nan,37.0,nan,10.0,6.0,nan,nan,B
36,2023-05-31T00:00:06,31.05404,-80.00789,5.4,37.5,33.0,SEAFOAM,nan,nan,37.0,3.0,0.0,0.0,4.0,37.0,A
37,2023-05-31T00:00:17,30.39073,-86.50404,0.0,158.2,511.0,MAD BOZ,IMO0000000,MAD BOZ,37.0,nan,14.0,5.0,nan,nan,B
38,2023-05-31T00:00:14,39.49819,-74.20863,7.5,38.6,511.0,CHRISTI-CAROLINE,IMO0000000,WDK2404,30.0,nan,38.0,10.0,nan,nan,B
39,2023-05-31T00:00:00,29.71883,-91.54764,5.2,323.7,320.0,BOLD VENTURE,nan,WDL4531,57.0,12.0,205.0,12.0,2.5,57.0,A
40,2023-05-31T00:00:01,47.65758,-122.38236,0.0,303.6,177.0,ROLLO,IMO7427489,WDI3959,30.0,8.0,28.0,7.0,nan,30.0,A
41,2023-05-31T00:00:02,24.60183,-81.51716,38.0,48.4,511.0,OFFSHOREAPPAREL.COM,IMO0000000,nan,37.0,nan,6.0,3.0,nan,nan,B
42,2023-05-31T00:00:03,37.06309,-122.41594,15.1,344.3,342.0,ARROWHEAD,nan,V7KN3,37.0,0.0,28.0,6.0,nan,37.0,A
43,2023-05-31T00:00:03,25.70377,-80.25195,0.0,360.0,511.0,HAPPY TURTLE,IMO0000000,nan,37.0,nan,12.0,4.0,nan,nan,B
44,2023-05-31T00:00:04,34.15096,-76.12936,13.8,47.0,51.0,OOCL SINGAPORE,IMO9628001,VRMX7,70.0,0.0,366.0,48.0,11.7,70.0,A
45,2023-05-31T00:00:12,40.92155,-73.16757,0.0,360.0,511.0,SOUNDS GOOD,IMO0000000,nan,37.0,nan,7.0,3.0,nan,nan,B
46,2023-05-31T00:00:00,41.50475,-70.6297,13.0,297.4,294.0,WOODS HOLE,IMO9792931,WDI3700,60.0,0.0,71.0,nan,nan,60.0,A
47,2023-05-31T00:00:11,29.61277,-95.00078,0.0,96.8,89.0,NORTHERN JASPER,IMO9466960,CQIP9,70.0,5.0,333.0,43.0,14.5,70.0,A
48,2023-05-31T00:00:10,26.08566,-80.19443,0.0,316.2,511.0,LAUDERDALE LADY,IMO0000000,WDH5554,37.0,nan,0.0,0.0,nan,nan,B
49,2023-05-31T00:00:00,46.73358,-84.8679,102.3,360.0,147.0,JAMES R BARKER,IMO7390260,WYP8657,70.0,0.0,304.0,32.0,8.6,70.0,A
50,2023-05-31T00:00:01,29.6681,-91.13226,0.0,225.0,511.0,ALASKA,nan,WDD5749,90.0,3.0,67.0,17.0,nan,33.0,A
51,2023-05-31T00:00:02,41.29472,-72.90642,0.0,286.3,511.0,GREGG MCALLISTER,IMO9549542,WDE6393,31.0,0.0,23.0,10.0,nan,52.0,A
52,2023-05-31T00:00:04,29.31304,-94.79545,0.0,185.0,152.0,FELTON TIDE,IMO9533622,XCBF8,90.0,0.0,87.0,19.0,3.5,90.0,A
53,2023-05-31T00:00:04,25.80404,-80.25607,0.0,3.4,310.0,BETTY K VI,IMO8801216,HP5720,70.0,0.0,61.0,12.0,3.9,70.0,A
54,2023-05-31T00:00:05,47.33266,-122.58112,0.0,360.0,511.0,SALISH BELLE,IMO0000000,WDL8384,37.0,nan,15.0,4.0,nan,nan,B
55,2023-05-31T00:00:05,40.99863,-73.57534,4.9,97.4,511.0,CELERITAS,IMO0000000,nan,36.0,nan,10.0,3.0,nan,nan,B
56,2023-05-31T00:00:00,29.74701,-95.10047,2.1,215.5,511.0,CHERYL K,nan,WDD3191,31.0,0.0,15.0,6.0,nan,31.0,A
57,2023-05-31T00:00:00,27.84178,-83.48025,0.1,65.4,511.0,SEA EXPLORER,IMO8856297,WDI2684,30.0,4.0,23.0,6.0,nan,0.0,A
58,2023-05-31T00:00:01,42.37308,-71.04944,0.0,360.0,511.0,TIME CHECK,IMO0000000,nan,37.0,nan,13.0,4.0,nan,nan,B
59,2023-05-31T00:00:02,29.58176,-90.37769,0.0,360.0,511.0,EMILE T,IMO8956750,WCY5115,31.0,0.0,21.0,7.0,nan,31.0,A
60,2023-05-31T00:00:03,49.22201,-126.00576,17.3,123.8,511.0,EAGLE 44,IMO0000000,EAGLE44,37.0,nan,9.0,2.0,nan,nan,B
61,2023-05-31T00:00:02,18.29756,-65.30125,0.1,248.1,511.0,ATTITUDE,IMO0000000,nan,36.0,nan,11.0,4.0,nan,nan,B
62,2023-05-31T00:00:00,29.92756,-90.06136,9.4,37.7,26.0,SPIRIT,nan,WDJ5436,31.0,0.0,22.0,8.0,nan,57.0,A
63,2023-05-31T00:00:00,42.81318,-65.86933,8.7,35.0,31.0,ATLANTIC PROTECTOR,IMO9137507,VABG,30.0,0.0,40.0,11.0,5.2,30.0,A
64,2023-05-31T00:00:00,35.42285,-90.02167,3.4,69.6,511.0,KIEFFER E BAILEY,nan,WDH4584,31.0,12.0,23.0,nan,nan,57.0,A
65,2023-05-31T00:00:01,31.07041,-87.96692,3.9,327.7,326.0,AMERICAN DREAM,nan,WDH6954,31.0,12.0,21.0,nan,nan,57.0,A
66,2023-05-31T00:00:01,47.62824,-122.33503,0.0,123.3,511.0,CRESCENT MOON,IMO0000000,WDN6009,37.0,nan,22.0,5.0,nan,nan,B
67,2023-05-31T00:00:02,40.82344,-73.71251,0.1,48.2,46.0,SEAMANTHA,nan,WDG3868,37.0,15.0,17.0,5.0,nan,37.0,A
68,2023-05-31T00:00:03,34.4037,-119.69223,0.0,138.3,511.0,GLORIA MARIE,nan,WU2569,30.0,nan,14.0,4.0,nan,nan,B
69,2023-05-31T00:00:03,31.26511,-81.03404,8.0,226.2,511.0,CARESSA MAE,IMO0000000,WDK2867,30.0,nan,31.0,8.0,nan,nan,B
70,2023-05-31T00:00:04,29.87846,-89.89943,0.0,281.2,511.0,CAPT ROD II,nan,WDD5731,60.0,0.0,14.0,4.0,nan,31.0,A
71,2023-05-31T00:00:03,37.77838,-122.25584,0.7,360.0,208.0,PAIKEA,IMO0000000,WDM5178,36.0,nan,15.0,5.0,nan,nan,B
72,2023-05-31T00:00:03,29.12607,-89.40162,0.0,230.4,238.0,MISS ERIN,nan,WDG4340,31.0,0.0,16.0,6.0,nan,31.0,A
73,2023-05-31T00:00:04,29.74807,-95.09778,0.0,39.3,511.0,ILLINI COURAGE,nan,WDJ2366,31.0,0.0,18.0,7.0,nan,31.0,A
74,2023-05-31T00:00:03,27.81402,-97.41734,0.0,230.4,299.0,KYLE A SHAW,nan,WDE8068,31.0,12.0,21.0,9.0,nan,57.0,A
75,2023-05-31T00:00:16,18.28814,-65.63441,0.0,84.5,511.0,NAVA,IMO0000000,nan,37.0,nan,14.0,4.0,nan,nan,B
76,2023-05-31T00:00:14,33.7536,-118.11452,0.0,135.2,511.0,ELISA,IMO0000000,WDM8377,37.0,nan,17.0,6.0,nan,nan,B
77,2023-05-31T00:00:00,33.72874,-118.19741,4.6,166.5,163.0,PILOT BOAT ORION,nan,WDJ9306,50.0,0.0,19.0,6.0,0.0,50.0,A
78,2023-05-31T00:00:00,42.09313,-70.3706,32.3,305.9,304.0,PROVINCETOWN IV,IMO9760146,WDG8888,60.0,0.0,27.0,9.0,2.0,60.0,A
79,2023-05-31T00:00:01,29.42791,-94.71659,5.2,231.6,511.0,CAPT AL DEVALL,nan,WCW9164,31.0,0.0,16.0,6.0,nan,31.0,A
80,2023-05-31T00:00:02,29.8663,-89.93366,0.0,109.8,120.0,JUSTICE,nan,WDJ5437,31.0,5.0,23.0,9.0,nan,57.0,A
81,2023-05-31T00:00:03,29.95321,-90.01924,0.0,333.0,299.0,LIZ HEALY,IMO9840685,WDJ7456,31.0,0.0,nan,nan,nan,31.0,A
82,2023-05-31T00:00:04,40.71392,-74.03192,0.1,249.8,511.0,YORK,nan,WDF7289,60.0,0.0,21.0,7.0,nan,60.0,A
83,2023-05-31T00:00:04,41.4915,-81.71785,0.0,351.4,511.0,OHIO,nan,WDK5734,52.0,15.0,18.0,7.0,0.0,52.0,A
84,2023-05-31T00:00:07,49.28633,-123.10074,0.0,0.0,511.0,VFPA4,nan,CFK5368,53.0,0.0,13.0,3.0,1.8,53.0,A
85,2023-05-31T00:00:03,29.97212,-90.39866,0.0,237.8,345.0,KATHRYN LOUISE,nan,WDL4599,57.0,12.0,110.0,18.0,2.8,57.0,A
86,2023-05-31T00:00:05,18.19325,-65.59414,7.6,300.0,511.0,OLIVER,IMO8644357,WDF8998,31.0,0.0,30.0,12.0,3.2,31.0,A
87,2023-05-31T00:00:06,49.31127,-123.10687,0.1,170.0,511.0,SEASPAN FALCON,IMO9072393,VG6987,31.0,0.0,25.0,9.0,2.5,52.0,A
88,2023-05-31T00:00:00,29.78104,-92.18744,0.0,360.0,511.0,CHERYL ANN,nan,WDB2326,31.0,15.0,20.0,7.0,nan,52.0,A
89,2023-05-31T00:00:01,29.79204,-92.14346,0.0,30.6,511.0,LESLIE ANN,nan,WDG7689,90.0,5.0,32.0,7.0,nan,7.0,A
90,2023-05-31T00:00:02,37.80208,-122.39901,0.0,54.5,232.0,DELTA CATHRYN,IMO9562219,WDE9621,31.0,0.0,30.0,12.0,nan,52.0,A
91,2023-05-31T00:00:02,29.96989,-90.24338,0.0,306.9,288.0,SWEENEY,nan,WDH5209,31.0,12.0,23.0,nan,nan,57.0,A
92,2023-05-31T00:00:03,27.96606,-82.83232,4.4,114.2,110.0,CG VISE,nan,NVGM,90.0,3.0,22.0,6.0,nan,55.0,A
93,2023-05-31T00:00:04,39.20934,-76.51836,0.0,43.5,511.0,DALE PYATT,nan,WDJ3256,70.0,3.0,52.0,nan,nan,33.0,A
94,2023-05-31T00:00:04,29.34662,-94.77729,11.4,165.5,511.0,ROBERT C LANIER,IMO8643224,WAT3621,60.0,0.0,72.0,19.0,nan,2.0,A
95,2023-05-31T00:00:05,48.88949,-123.28109,19.1,45.2,43.0,COASTAL RENAISSANCE,IMO9332755,CFN4888,60.0,0.0,159.0,28.0,5.8,60.0,A
96,2023-05-31T00:00:05,40.5041,-80.11304,0.0,360.0,511.0,ALIQUIPPA,nan,WDI6411,31.0,15.0,31.0,8.0,nan,22.0,A
97,2023-05-31T00:00:06,29.29974,-94.83767,0.0,360.0,511.0,MARIE M MORGAN,nan,WTD8936,31.0,0.0,17.0,7.0,nan,31.0,A
98,2023-05-31T00:00:07,40.6993,-74.15042,0.0,296.6,511.0,PAUL ANDREW,nan,WCP2545,31.0,12.0,19.0,7.0,nan,52.0,A
100,2023-05-31T00:00:07,29.34568,-92.6923,0.1,33.7,131.0,KYLIE WILLIAMS,IMO9383780,WDD5998,90.0,0.0,67.0,16.0,4.9,70.0,A
101,2023-05-31T00:00:00,28.93921,-90.1864,0.7,12.0,136.0,ALASKA EAGLE,nan,WDE6364,60.0,3.0,18.0,5.0,nan,34.0,A
102,2023-05-31T00:00:01,36.88443,-76.33465,6.0,358.9,358.0,NAMAHOE,IMO9162863,WDD9321,31.0,0.0,32.0,11.0,4.5,52.0,A
103,2023-05-31T00:00:03,28.8634,-96.02814,0.0,271.5,511.0,CULLEN PASENTINE,nan,WDJ3136,31.0,12.0,nan,nan,nan,31.0,A
104,2023-05-31T00:00:04,30.27832,-91.18842,8.6,91.1,87.0,MISS ROLANETTE,nan,WDF4373,31.0,12.0,23.0,10.0,nan,57.0,A
105,2023-05-31T00:00:04,38.18983,-121.52653,0.0,360.0,511.0,LINDA T,nan,WDI9477,52.0,0.0,18.0,6.0,0.0,52.0,A
106,2023-05-31T00:00:05,30.10664,-93.28438,0.0,226.4,511.0,CRYSTAL CLEAR,nan,WDG9446,60.0,0.0,30.0,7.0,nan,60.0,A
107,2023-05-31T00:00:05,29.74309,-95.19395,3.6,243.4,242.0,MATTHEW K,IMO8962474,WCZ9961,31.0,0.0,30.0,11.0,4.5,52.0,A
108,2023-05-31T00:00:10,39.59356,-69.57018,5.4,56.5,65.0,TCZEW,IMO9727493,D5JE3,70.0,0.0,180.0,30.0,7.5,70.0,A
109,2023-05-31T00:00:09,28.3063,-96.68503,2.7,53.4,511.0,KATIE JO,nan,WDJ3493,52.0,0.0,0.0,0.0,0.0,52.0,A
110,2023-05-31T00:00:00,41.88888,-87.61147,4.9,321.0,511.0,SKYVIEW,nan,WDI9084,60.0,0.0,nan,nan,nan,60.0,A
111,2023-05-31T00:00:01,40.71012,-73.9796,2.1,226.2,76.0,TOOTH FERRY,nan,nan,60.0,0.0,26.0,10.0,0.0,60.0,A
112,2023-05-31T00:00:01,38.43823,-82.60271,4.7,168.5,170.0,R H BEYMER,nan,WDE2014,31.0,8.0,18.0,7.0,nan,52.0,A
113,2023-05-31T00:00:01,30.05872,-93.60623,4.1,89.0,94.0,COVE POINT,nan,WDC4554,31.0,12.0,21.0,9.0,nan,57.0,A
114,2023-05-31T00:00:03,41.63332,-70.90637,0.0,43.3,83.0,EAGLE,IMO8705864,WCX5125,60.0,0.0,71.0,18.0,nan,69.0,A
115,2023-05-31T00:00:04,30.03559,-90.69588,0.0,270.9,511.0,GREG TURECAMO,IMO7802653,WBN3005,31.0,0.0,33.0,10.0,4.5,52.0,A
116,2023-05-31T00:00:04,29.95984,-90.288,0.0,155.0,243.0,INEZ ANDREAS,nan,WDB7752,31.0,12.0,56.0,15.0,nan,57.0,A
117,2023-05-31T00:00:05,26.13187,-80.1153,0.6,60.6,511.0,CHAPTER 3,nan,6YVP5,37.0,0.0,37.0,8.0,3.0,37.0,A
118,2023-05-31T00:00:00,29.79102,-95.06422,0.0,209.6,302.0,ALYDAR,nan,WDF8648,31.0,0.0,18.0,7.0,nan,57.0,A
119,2023-05-31T00:00:00,43.07912,-70.7574,0.0,360.0,511.0,SAN JOSE,nan,WDI9818,31.0,0.0,nan,nan,nan,52.0,A
120,2023-05-31T00:00:01,40.58363,-73.83861,11.0,265.3,268.0,KOALAFIED CRUISER,nan,nan,60.0,0.0,29.0,9.0,0.0,60.0,A
121,2023-05-31T00:00:02,27.92236,-82.44631,0.0,250.0,45.0,TRINITY,nan,WDJ8617,52.0,0.0,32.0,14.0,6.0,52.0,A
123,2023-05-31T00:00:03,47.60997,-87.65535,11.4,106.4,106.0,JOSEPH L BLOCK,IMO7502320,WXY6216,70.0,0.0,221.0,23.0,9.2,79.0,A
124,2023-05-31T00:00:04,49.18141,-123.62287,18.5,58.0,511.0,SALISH SEA FREEDOM,nan,nan,60.0,0.0,23.0,8.0,0.0,60.0,A
125,2023-05-31T00:00:04,30.27919,-89.09164,6.7,276.2,273.0,RYAN JAMES,IMO1001276026,WDM7777,57.0,12.0,116.0,34.0,0.6,57.0,A
126,2023-05-31T00:00:05,39.89259,-75.19155,0.0,252.7,511.0,SONIE,IMO9373723,WDD2812,31.0,0.0,24.0,9.0,4.0,52.0,A
127,2023-05-31T00:00:06,30.28198,-91.20745,0.5,286.5,511.0,AVA HAYS,nan,WDG5882,31.0,15.0,17.0,7.0,nan,0.0,A
128,2023-05-31T00:00:06,29.76417,-95.09266,0.0,0.0,140.0,PINTAIL,nan,WDJ6593,31.0,0.0,17.0,8.0,nan,57.0,A
129,2023-05-31T00:00:02,41.48493,-71.31793,0.0,177.9,511.0,BOXER,nan,WDJ5325,37.0,0.0,nan,nan,nan,37.0,A
130,2023-05-31T00:00:02,29.53568,-93.66243,15.2,300.5,511.0,MISS COLETTE,IMO8977780,WDI9137,60.0,8.0,41.0,8.0,2.0,67.0,A
131,2023-05-31T00:00:04,32.64508,-78.70785,9.9,58.0,58.0,OZGUR AKSOY,IMO9475040,9HA2587,70.0,0.0,195.0,32.0,13.0,70.0,A
132,2023-05-31T00:00:05,39.89239,-75.19195,0.0,283.7,511.0,CAPT HARRY,IMO9266401,WDC3690,31.0,0.0,24.0,9.0,4.0,52.0,A
133,2023-05-31T00:00:06,26.82783,-80.05843,0.0,185.6,160.0,LONG TIME DEAD,nan,WDI8425,37.0,0.0,17.0,5.0,nan,37.0,A
134,2023-05-31T00:00:05,40.71469,-74.01758,0.5,281.4,511.0,BROOKLYN,nan,WDA8190,60.0,0.0,23.0,8.0,nan,60.0,A
135,2023-05-31T00:00:06,45.56387,-122.70971,0.0,104.3,218.0,RICHARD O,IMO7626190,WDJ7810,31.0,11.0,38.0,10.0,4.2,31.0,A
136,2023-05-31T00:00:07,29.76433,-95.0853,6.1,250.1,511.0,SUE ELLEN,nan,WDD6295,31.0,0.0,18.0,7.0,nan,57.0,A
137,2023-05-31T00:00:07,30.13626,-93.32,0.0,296.2,71.0,WICHITA,nan,WDI7437,31.0,12.0,25.0,10.0,nan,57.0,A
138,2023-05-31T00:00:02,32.83009,-79.89323,0.1,153.7,511.0,DREDGE BRUNSWICK,nan,nan,33.0,3.0,82.0,nan,nan,33.0,A
139,2023-05-31T00:00:00,37.87683,-122.41332,31.4,322.0,319.0,DEL NORTE,IMO8967838,WDC2280,60.0,0.0,41.0,11.0,1.5,40.0,A
140,2023-05-31T00:00:00,29.72644,-95.22746,0.0,198.7,87.0,ENDURANCE,IMO9632739,WDF8331,31.0,12.0,24.0,9.0,nan,57.0,A
141,2023-05-31T00:00:02,38.52605,-85.43523,0.0,360.0,511.0,JEAN N,nan,WDI2872,99.0,0.0,15.0,7.0,2.1,99.0,A
142,2023-05-31T00:00:02,29.07277,-87.82476,0.0,245.8,135.0,HOS WOODLAND,IMO9742716,WDH7001,90.0,3.0,92.0,23.0,nan,0.0,A
143,2023-05-31T00:00:04,33.74995,-118.27345,0.0,283.5,511.0,AVALON EXPRESS,IMO8967890,WDD7919,60.0,0.0,26.0,6.0,nan,40.0,A
144,2023-05-31T00:00:04,40.17855,-63.32335,11.3,265.0,266.0,WECO LUCILIA C,IMO9561813,5LBQ5,79.0,0.0,176.0,28.0,9.3,79.0,A
145,2023-05-31T00:00:05,29.05181,-95.22125,5.3,25.2,511.0,QUENTIN,nan,WDF2404,31.0,12.0,21.0,8.0,nan,57.0,A
146,2023-05-31T00:00:00,26.11246,-80.10803,0.0,266.3,511.0,SUP,nan,WDE6404,37.0,0.0,26.0,8.0,0.0,37.0,A
147,2023-05-31T00:00:00,29.78579,-95.09552,0.0,277.7,511.0,COLUMBIA,nan,WDI4276,31.0,0.0,17.0,7.0,nan,31.0,A
148,2023-05-31T00:00:02,30.74378,-88.05037,0.0,101.7,262.0,KIRSTEN GOLDING,nan,WDK5160,57.0,0.0,27.0,10.0,2.7,57.0,A
149,2023-05-31T00:00:02,39.25522,-76.55102,1.8,304.9,292.0,APRIL MORAN,IMO9373711,WDJ2163,31.0,0.0,28.0,9.0,3.4,52.0,A
150,2023-05-31T00:00:03,48.75644,-122.50404,0.0,304.5,218.0,KAREN EVICH,nan,WCZ2743,30.0,5.0,17.0,7.0,nan,0.0,A
151,2023-05-31T00:00:02,29.68608,-89.22574,8.4,175.7,511.0,SEA WASP,IMO8851651,WDJ3600,30.0,15.0,49.0,9.0,nan,30.0,A
152,2023-05-31T00:00:03,29.28469,-91.65211,3.0,284.0,511.0,MARIAH JADE,nan,WDD7234,30.0,nan,21.0,7.0,nan,nan,B
153,2023-05-31T00:00:05,42.62086,-79.81331,102.3,360.0,511.0,MISS LIBBY,nan,nan,nan,15.0,nan,nan,nan,33.0,A
154,2023-05-31T00:00:04,47.66298,-122.38851,0.0,260.1,301.0,SULTAN,IMO8861060,WAQ3510,30.0,8.0,34.0,9.0,nan,30.0,A
155,2023-05-31T00:00:00,34.57605,-121.00093,6.1,314.8,319.0,CONTI CRYSTAL,IMO9293820,5LFC6,79.0,0.0,334.0,42.0,9.4,79.0,A
156,2023-05-31T00:00:05,37.82837,-76.27844,0.0,304.6,511.0,SMUGGLER'S POINT,IMO8942759,WDD5770,30.0,15.0,53.0,9.0,nan,30.0,A
158,2023-05-31T00:00:10,46.68383,-124.80989,9.4,162.0,161.0,NORTHERN RAM,IMO8856821,WDI9045,30.0,7.0,22.0,7.0,nan,30.0,A
159,2023-05-31T00:00:02,39.24342,-76.57076,0.0,264.4,73.0,LONG ISLAND,IMO8739308,WDI4974,31.0,0.0,30.0,10.0,nan,31.0,A
160,2023-05-31T00:00:09,29.93119,-90.33296,0.2,188.9,511.0,ALLEY CAT,nan,WDC2435,31.0,0.0,20.0,7.0,nan,31.0,A
161,2023-05-31T00:00:01,30.6196,-91.2925,12.3,200.9,511.0,EDNA T GATTLE,nan,WDD2528,31.0,0.0,30.0,9.0,nan,31.0,A
162,2023-05-31T00:00:04,48.65181,-123.44714,0.0,105.4,511.0,MCINTYRE BAY,nan,nan,51.0,5.0,19.0,7.0,0.0,51.0,A
163,2023-05-31T00:00:02,39.27622,-74.43287,2.3,78.3,70.0,GO DISCOVERY,IMO1250337,WDK4727,90.0,0.0,45.0,14.0,3.0,90.0,A
164,2023-05-31T00:00:03,42.87424,-124.80378,3.9,155.8,164.0,OCEAN ROVER,IMO7303968,KRLM,30.0,0.0,77.0,16.0,8.3,30.0,A
165,2023-05-31T00:00:04,37.8283,-76.27834,0.0,272.6,34.0,REEDVILLE,nan,WDN6849,0.0,7.0,40.0,10.0,0.0,30.0,A
166,2023-05-31T00:00:00,34.44949,-120.33692,0.5,207.7,511.0,OCEAN DEFENDER,nan,WDG5405,90.0,0.0,17.0,nan,nan,54.0,A
167,2023-05-31T00:00:01,40.40912,-73.99595,0.0,210.1,511.0,SEASTREAK NEW YORK,IMO8967620,WDE3997,60.0,15.0,42.0,10.0,2.0,60.0,A
168,2023-05-31T00:00:15,29.23712,-95.21648,0.0,298.6,511.0,SQUEAK CARPENTER,IMO8635679,WDA2979,31.0,12.0,19.0,7.0,nan,57.0,A
169,2023-05-31T00:00:02,30.09017,-90.90757,0.1,188.8,511.0,DAVID J COOPER,IMO9621118,WDF9940,31.0,0.0,28.0,11.0,3.7,52.0,A
170,2023-05-31T00:00:01,40.62573,-73.28631,0.0,78.8,511.0,CHARLOTTE V,IMO8968777,WDJ6919,31.0,0.0,23.0,8.0,3.0,52.0,A
171,2023-05-31T00:00:01,29.24204,-95.01382,4.5,50.3,49.0,LILLIANNE D,nan,WDL5939,57.0,12.0,123.0,34.0,2.9,57.0,A
